16_part2_sec85_frame2220_player_6.jpg: H=104, S=202, V=134
16_part2_sec85_frame2220_player_7.jpg: H=105, S=229, V=126
16_part2_sec85_frame2220_player_8.jpg: H=105, S=224, V=83
16_part2_sec85_frame2232_player_1.jpg: H=104, S=230, V=161
16_part2_sec85_frame2232_player_5.jpg: H=105, S=209, V=112
16_part2_sec85_frame2232_player_7.jpg: H=103, S=179, V=111
16_part2_sec85_frame2232_player_8.jpg: H=105, S=205, V=142
16_part2_sec85_frame2232_player_14.jpg: H=104, S=196, V=134
16_part2_sec85_frame2232_player_15.jpg: H=128, S=109, V=63
16_part2_sec85_frame2232_player_17.jpg: H=104, S=212, V=136
16_part2_sec85_frame2244_player_0.jpg: H=104, S=230, V=166
16_part2_sec85_frame2244_player_2.jpg: H=107, S=140, V=142
16_part2_sec85_frame2244_player_6.jpg: H=104, S=216, V=165
16_part2_sec85_frame2244_player_8.jpg: H=103, S=182, V=109
16_part2_sec85_frame2244_player_15.jpg: H=105, S=194, V=137
16_part2_sec85_frame2256_player_1.jpg: H=104, S=235, V=164
16_part2_sec85_frame2256_player_4.jpg: H=107, S=103, V=148
16_part2_sec85_frame2256_player_5.jpg: H=102, S=216, V=139
16_part2_sec85_frame2256_player_8.jpg: H=107, S=106, V=154
16_part2_sec85_frame2256_player_9.jpg: H=104, S=209, V=160
16_part2_sec85_frame2256_player_10.jpg: H=104, S=178, V=133
16_part2_sec85_frame2256_player_11.jpg: H=104, S=223, V=153
16_part2_sec85_frame2256_player_14.jpg: H=104, S=187, V=127
16_part2_sec85_frame2268_player_1.jpg: H=104, S=226, V=141
16_part2_sec85_frame2268_player_3.jpg: H=104, S=225, V=145
16_part2_sec85_frame2268_player_4.jpg: H=104, S=224, V=158
16_part2_sec85_frame2268_player_6.jpg: H=106, S=158, V=121
16_part2_sec85_frame2268_player_7.jpg: H=104, S=192, V=110
16_part2_sec85_frame2268_player_8.jpg: H=104, S=213, V=140
16_part2_sec85_frame2268_player_12.jpg: H=103, S=211, V=140
16_part2_sec85_frame2268_player_15.jpg: H=104, S=214, V=132
16_part2_sec85_frame2268_player_16.jpg: H=108, S=195, V=94
16_part2_sec85_frame228_player_3.jpg: H=116, S=99, V=72
16_part2_sec85_frame228_player_4.jpg: H=104, S=191, V=139
16_part2_sec85_frame228_player_5.jpg: H=103, S=144, V=117
16_part2_sec85_frame228_player_7.jpg: H=106, S=155, V=151
16_part2_sec85_frame228_player_10.jpg: H=103, S=222, V=130
16_part2_sec85_frame228_player_11.jpg: H=104, S=210, V=124
16_part2_sec85_frame2280_player_1.jpg: H=104, S=221, V=158
16_part2_sec85_frame2280_player_3.jpg: H=104, S=225, V=135
16_part2_sec85_frame2280_player_8.jpg: H=105, S=193, V=149
16_part2_sec85_frame2280_player_9.jpg: H=105, S=210, V=143
16_part2_sec85_frame2280_player_10.jpg: H=105, S=211, V=139
16_part2_sec85_frame2280_player_11.jpg: H=103, S=204, V=130
16_part2_sec85_frame2280_player_14.jpg: H=106, S=117, V=129
16_part2_sec85_frame2280_player_17.jpg: H=110, S=119, V=73
16_part2_sec85_frame2292_player_2.jpg: H=103, S=228, V=150
16_part2_sec85_frame2292_player_4.jpg: H=104, S=233, V=150
16_part2_sec85_frame2292_player_6.jpg: H=105, S=213, V=135
16_part2_sec85_frame2292_player_8.jpg: H=103, S=220, V=145
16_part2_sec85_frame2292_player_9.jpg: H=103, S=223, V=150
16_part2_sec85_frame2304_player_0.jpg: H=104, S=210, V=152
16_part2_sec85_frame2304_player_2.jpg: H=104, S=228, V=149
16_part2_sec85_frame2304_player_3.jpg: H=103, S=220, V=147
16_part2_sec85_frame2304_player_4.jpg: H=104, S=222, V=132
16_part2_sec85_frame2304_player_5.jpg: H=104, S=236, V=150
16_part2_sec85_frame2304_player_11.jpg: H=105, S=217, V=142
16_part2_sec85_frame2304_player_13.jpg: H=104, S=197, V=153
16_part2_sec85_frame2304_player_15.jpg: H=103, S=229, V=117
16_part2_sec85_frame2316_player_0.jpg: H=103, S=234, V=149
16_part2_sec85_frame2316_player_6.jpg: H=103, S=228, V=170
16_part2_sec85_frame2316_player_9.jpg: H=104, S=215, V=139
16_part2_sec85_frame2316_player_10.jpg: H=104, S=225, V=146
16_part2_sec85_frame2316_player_11.jpg: H=103, S=205, V=157
16_part2_sec85_frame2316_player_13.jpg: H=104, S=200, V=138
16_part2_sec85_frame2316_player_14.jpg: H=104, S=216, V=144
16_part2_sec85_frame2328_player_0.jpg: H=104, S=231, V=148
16_part2_sec85_frame2328_player_5.jpg: H=103, S=227, V=147
16_part2_sec85_frame2328_player_7.jpg: H=103, S=212, V=154
16_part2_sec85_frame2328_player_8.jpg: H=104, S=218, V=137
16_part2_sec85_frame2328_player_14.jpg: H=103, S=246, V=198
16_part2_sec85_frame2340_player_3.jpg: H=104, S=222, V=139
16_part2_sec85_frame2340_player_4.jpg: H=104, S=230, V=154
16_part2_sec85_frame2340_player_5.jpg: H=105, S=224, V=133
16_part2_sec85_frame2340_player_10.jpg: H=107, S=170, V=132
16_part2_sec85_frame2340_player_12.jpg: H=103, S=194, V=159
16_part2_sec85_frame2352_player_1.jpg: H=104, S=233, V=151
16_part2_sec85_frame2352_player_4.jpg: H=105, S=189, V=131
16_part2_sec85_frame2352_player_5.jpg: H=103, S=226, V=152
16_part2_sec85_frame2352_player_11.jpg: H=104, S=231, V=85
16_part2_sec85_frame2352_player_15.jpg: H=104, S=226, V=152
16_part2_sec85_frame2364_player_0.jpg: H=104, S=223, V=127
16_part2_sec85_frame2364_player_3.jpg: H=104, S=215, V=174
16_part2_sec85_frame2364_player_4.jpg: H=105, S=200, V=125
16_part2_sec85_frame2364_player_5.jpg: H=103, S=218, V=110
16_part2_sec85_frame2364_player_6.jpg: H=103, S=228, V=151
16_part2_sec85_frame2364_player_9.jpg: H=104, S=221, V=158
16_part2_sec85_frame2364_player_15.jpg: H=104, S=217, V=189
16_part2_sec85_frame2376_player_1.jpg: H=104, S=226, V=122
16_part2_sec85_frame2376_player_6.jpg: H=105, S=189, V=136
16_part2_sec85_frame2376_player_7.jpg: H=104, S=222, V=148
16_part2_sec85_frame2376_player_9.jpg: H=105, S=238, V=92
16_part2_sec85_frame2376_player_10.jpg: H=104, S=233, V=173
16_part2_sec85_frame2376_player_11.jpg: H=103, S=232, V=189
16_part2_sec85_frame2388_player_0.jpg: H=101, S=162, V=126
16_part2_sec85_frame2388_player_3.jpg: H=108, S=88, V=145
16_part2_sec85_frame2388_player_8.jpg: H=104, S=222, V=132
16_part2_sec85_frame2388_player_9.jpg: H=103, S=227, V=173
16_part2_sec85_frame2388_player_12.jpg: H=105, S=189, V=167
16_part2_sec85_frame2388_player_14.jpg: H=103, S=224, V=183
16_part2_sec85_frame24_player_0.jpg: H=109, S=152, V=92
16_part2_sec85_frame24_player_1.jpg: H=107, S=184, V=129
16_part2_sec85_frame24_player_2.jpg: H=121, S=96, V=136
16_part2_sec85_frame240_player_0.jpg: H=117, S=98, V=68
16_part2_sec85_frame240_player_1.jpg: H=105, S=198, V=138
